9.14700000,1.78430713
8.99200000,1.77839518
8.85300000,1.77227618
8.72700000,1.76605569
8.61200000,1.75980519
8.50700000,1.75357356
8.40900000,1.74739432
8.31900000,1.74129045
8.23500000,1.73527744
8.15600000,1.72936558
8.08300000,1.72356134
8.01300000,1.71786849
7.94800000,1.71228883
7.88600000,1.70682274
7.82700000,1.70146957
7.77100000,1.69622792
7.71800000,1.69109588
7.66800000,1.68607117
7.62000000,1.68115126
7.57300000,1.67633345
7.52900000,1.67161497
7.48700000,1.66699299
7.44600000,1.66246468
7.40700000,1.65802724
7.36900000,1.65367791
7.33300000,1.64941397
7.29800000,1.64523279
7.26400000,1.64113180
7.23100000,1.63710850
7.20000000,1.63316049
7.16900000,1.62928545
7.13900000,1.62548112
7.11100000,1.62174535
7.08300000,1.61807604
7.05600000,1.61447121
7.03000000,1.61092890
7.00400000,1.60744728
6.97900000,1.60402455
6.95500000,1.60065899
6.93200000,1.59734896
6.90900000,1.59409286
6.88600000,1.59088917
6.86500000,1.58773643
6.84400000,1.58463321
6.82300000,1.58157816
6.80300000,1.57856997
6.78300000,1.57560737
6.76400000,1.57268916
6.74500000,1.56981417
6.72700000,1.56698127
6.70900000,1.56418937
6.69100000,1.56143744
6.67400000,1.55872446
6.65700000,1.55604945
6.64100000,1.55341149
6.62400000,1.55080965
6.60900000,1.54824308
6.59300000,1.54571092
6.57800000,1.54321236
6.56300000,1.54074661
6.54800000,1.53831290
6.53400000,1.53591051
6.52000000,1.53353870
6.50600000,1.53119681
6.49300000,1.52888415
6.47900000,1.52660008
6.46600000,1.52434398
6.45400000,1.52211523
6.44100000,1.51991326
6.42900000,1.51773748
6.41600000,1.51558735
6.40400000,1.51346234
6.39300000,1.51136192
6.38100000,1.50928558
6.37000000,1.50723285
6.35800000,1.50520323
6.34700000,1.50319628
6.33700000,1.50121155
6.32600000,1.49924859
6.31500000,1.49730698
6.30500000,1.49538632
6.29500000,1.49348621
6.28500000,1.49160624
6.27500000,1.48974606
6.26500000,1.48790528
6.25500000,1.48608355
6.24600000,1.48428052
6.23700000,1.48249586
6.22700000,1.48072922
6.21800000,1.47898030
6.20900000,1.47724877
6.20100000,1.47553433
6.19200000,1.47383667
6.18300000,1.47215552
6.17500000,1.47049059
6.16600000,1.46884160
6.15800000,1.46720828
6.15000000,1.46559037
6.14200000,1.46398761
6.13400000,1.46239975
6.12600000,1.46082655
6.11900000,1.45926777
6.11100000,1.45772317
6.10300000,1.45619253
6.09600000,1.45467563
6.08900000,1.45317225
6.08100000,1.45168216
6.07400000,1.45020519
6.06700000,1.44874111
6.06000000,1.44728972
6.05300000,1.44585084
6.04600000,1.44442428
6.04000000,1.44300984
6.03300000,1.44160735
6.02600000,1.44021664
6.02000000,1.43883752
6.01300000,1.43746982
6.00700000,1.43611339
6.00100000,1.43476806
5.99400000,1.43343366
5.98800000,1.43211004
5.98200000,1.43079706
5.97600000,1.42949456
5.97000000,1.42820238
5.96400000,1.42692040
5.95800000,1.42564847
5.95300000,1.42438645
5.94700000,1.42313420
5.94100000,1.42189159
5.93600000,1.42065850
5.93000000,1.41943478
5.92500000,1.41822034
5.91900000,1.41701502
5.91400000,1.41581873
5.90900000,1.41463133
5.90300000,1.41345272
5.89800000,1.41228277
5.89300000,1.41112139
5.88800000,1.40996845
5.88300000,1.40882386
5.87800000,1.40768750
5.87300000,1.40655927
5.86800000,1.40543907
5.86300000,1.40432681
5.85800000,1.40322238
5.85300000,1.40212568
5.84900000,1.40103663
5.84400000,1.39995513
5.83900000,1.39888108
5.83500000,1.39781441
5.83000000,1.39675501
5.82600000,1.39570281
5.82100000,1.39465772
5.81700000,1.39361965
5.81300000,1.39258853
5.80800000,1.39156427
5.80400000,1.39054679
5.80000000,1.38953602
5.79500000,1.38853187
5.79100000,1.38753428
5.78700000,1.38654317
5.78300000,1.38555846
5.77900000,1.38458008
5.77500000,1.38360797
5.77100000,1.38264205
5.76700000,1.38168225
5.76300000,1.38072851
5.75900000,1.37978076
5.75500000,1.37883894
5.75100000,1.37790298
5.74700000,1.37697281
5.74400000,1.37604839
5.74000000,1.37512964
5.73600000,1.37421650
5.73200000,1.37330891
5.72900000,1.37240682
5.72500000,1.37151017
5.72200000,1.37061891
5.71800000,1.36973296
5.71400000,1.36885229
5.71100000,1.36797684
5.70700000,1.36710655
5.70400000,1.36624137
5.70100000,1.36538125
5.69700000,1.36452613
5.69400000,1.36367598
5.69000000,1.36283072
5.68700000,1.36199033
5.68400000,1.36115475
5.68100000,1.36032394
5.67700000,1.35949783
5.67400000,1.35867640
5.67100000,1.35785960
5.66800000,1.35704737
5.66500000,1.35623968
5.66100000,1.35543648
5.65800000,1.35463773
5.65500000,1.35384338
5.65200000,1.35305340
5.64900000,1.35226774
5.64600000,1.35148637
5.64300000,1.35070923
5.64000000,1.34993630
5.63700000,1.34916753
5.63400000,1.34840289
5.63100000,1.34764233
5.62900000,1.34688583
5.62600000,1.34613333
5.62300000,1.34538481
