 0.000000, 1.000000, 0.000000
 0.100000, 1.000000, 0.004996
 0.200000, 0.990000, 0.009933
 0.300000, 0.970000, 0.014664
 0.400000, 0.940100, 0.019039
 0.500000, 0.900500, 0.022917
 0.600000, 0.851499, 0.026163
 0.700000, 0.793493, 0.028651
 0.800000, 0.726972, 0.030265
 0.900000, 0.652516, 0.030906
 1.000000, 0.570790, 0.030488
 1.100000, 0.482540, 0.028944
 1.200000, 0.388581, 0.026223
 1.300000, 0.289797, 0.022298
 1.400000, 0.187127, 0.017160
 1.500000, 0.081559, 0.010822
 1.600000,-0.025880, 0.003319
 1.700000,-0.134135,-0.005290
 1.800000,-0.242131,-0.014929
 1.900000,-0.348785,-0.025496
 2.000000,-0.453019,-0.036872
 2.100000,-0.553764,-0.048918
 2.200000,-0.649979,-0.061478
 2.300000,-0.740657,-0.074381
 2.400000,-0.824835,-0.087441
 2.500000,-0.901606,-0.100462
 2.600000,-0.970129,-0.113240
 2.700000,-1.029636,-0.125564
 2.800000,-1.079441,-0.137219
 2.900000,-1.118950,-0.147992
 3.000000,-1.147665,-0.157673
 3.100000,-1.165190,-0.166055
 3.200000,-1.171239,-0.172944
 3.300000,-1.165636,-0.178156
 3.400000,-1.148320,-0.181522
 3.500000,-1.119348,-0.182891
 3.600000,-1.078893,-0.182134
 3.700000,-1.027244,-0.179144
 3.800000,-0.964806,-0.173839
 3.900000,-0.892096,-0.166164
 4.000000,-0.809738,-0.156095
 4.100000,-0.718459,-0.143635
 4.200000,-0.619083,-0.128822
 4.300000,-0.512522,-0.111722
 4.400000,-0.399770,-0.092437
 4.500000,-0.281892,-0.071097
 4.600000,-0.160018,-0.047865
 4.700000,-0.035324,-0.022935
 4.800000, 0.090970, 0.003471
 4.900000, 0.217617, 0.031105
 5.000000, 0.343355, 0.059692
 5.100000, 0.466916, 0.088938
 5.200000, 0.587044, 0.118527
 5.300000, 0.702502, 0.148128
 5.400000, 0.812090, 0.177398
 5.500000, 0.914654, 0.205984
 5.600000, 1.009096, 0.233530
 5.700000, 1.094391, 0.259679
 5.800000, 1.169596, 0.284077
 5.900000, 1.233857, 0.306379
 6.000000, 1.286422, 0.326252
 6.100000, 1.326648, 0.343380
 6.200000, 1.354010, 0.357468
 6.300000, 1.368106, 0.368247
 6.400000, 1.368661, 0.375476
 6.500000, 1.355536, 0.378948
 6.600000, 1.328724, 0.378491
 6.700000, 1.288356, 0.373973
 6.800000, 1.234701, 0.365304
 6.900000, 1.168163, 0.352438
 7.000000, 1.089278, 0.335375
 7.100000, 0.998711, 0.314164
 7.200000, 0.897251, 0.288899
 7.300000, 0.785804, 0.259726
 7.400000, 0.665385, 0.226837
 7.500000, 0.537107, 0.190472
 7.600000, 0.402176, 0.150916
 7.700000, 0.261874, 0.108500
 7.800000, 0.117549, 0.063594
 7.900000,-0.029393, 0.016609
 8.000000,-0.177512,-0.032012
 8.100000,-0.325336,-0.081792
 8.200000,-0.471385,-0.132230
 8.300000,-0.614181,-0.182804
 8.400000,-0.752263,-0.232975
 8.500000,-0.884204,-0.282192
 8.600000,-1.008621,-0.329901
 8.700000,-1.124197,-0.375550
 8.800000,-1.229686,-0.418593
 8.900000,-1.323933,-0.458498
 9.000000,-1.405884,-0.494754
 9.100000,-1.474595,-0.526874
 9.200000,-1.529248,-0.554404
 9.300000,-1.569154,-0.576929
 9.400000,-1.593768,-0.594075
 9.500000,-1.602690,-0.605518
 9.600000,-1.595675,-0.610987
 9.700000,-1.572633,-0.610268
 9.800000,-1.533634,-0.603208
 9.900000,-1.478909,-0.589717
10.000000,-1.408847,-0.569775
