1.530970e+01,1.530963e+01,1.017420e+00,1.017419e+00,4.500610e-05,6.196851e-04,1.175000e-01
1.507230e+01,1.507154e+01,1.032250e+00,1.032250e+00,5.002700e-05,6.603879e-04,1.233550e-01
1.485890e+01,1.485762e+01,1.045350e+00,1.045351e+00,5.504500e-05,6.990891e-04,1.296600e-01
1.466530e+01,1.466362e+01,1.057040e+00,1.057041e+00,6.005300e-05,7.361951e-04,1.349650e-01
1.448810e+01,1.448661e+01,1.067550e+00,1.067551e+00,6.504000e-05,7.716091e-04,1.408200e-01
1.432500e+01,1.432413e+01,1.077060e+00,1.077061e+00,7.000300e-05,8.061523e-04,1.436750e-01
1.417380e+01,1.417395e+01,1.085710e+00,1.085709e+00,7.496000e-05,8.406382e-04,1.437400e-01
1.403300e+01,1.403385e+01,1.093610e+00,1.093609e+00,7.994500e-05,8.753684e-04,1.435350e-01
1.390140e+01,1.390161e+01,1.100870e+00,1.100869e+00,8.500700e-05,9.107447e-04,1.430900e-01
1.377780e+01,1.377580e+01,1.107560e+00,1.107560e+00,9.016600e-05,9.453584e-04,1.490450e-01
1.366140e+01,1.365592e+01,1.113740e+00,1.113740e+00,9.539600e-05,9.781999e-04,1.592500e-01
1.355130e+01,1.354172e+01,1.119480e+00,1.119480e+00,1.006560e-04,1.008368e-03,1.743550e-01
1.344710e+01,1.343404e+01,1.124810e+00,1.124811e+00,1.058500e-04,1.035030e-03,1.948100e-01
1.334800e+01,1.333340e+01,1.129780e+00,1.129780e+00,1.109010e-04,1.058456e-03,2.156150e-01
